X;Y;OBJECTID;Comunidad_;Provincia;Codigo_in;Termino_M;Identifica;Nombre;Longitud;Grado_ocup;Paseo_mar;Condicione;Zona_fonde;Nudismo;Vegetacio;Bandera_az;Auxilio_y_;Señalizac;Autobus;Aparcamien;Aseos;Lavapies;Duchas
-142.289.999.955.311;375.030.999.988.381;2700;"Murcia; Región de";Murcia;30024;Lorca;2719;San Pedro;30;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-134.109.999.997.432;375.570.999.994.071;2715;"Murcia; Región de";Murcia;30026;Mazarrón;2734;Cala Desnuda;30;Bajo;0;Oleaje moderado;0;1;1;0;0;0;0;0;0;0;0
-12.111.999.995.615;375.738.999.988.935;2739;"Murcia; Región de";Murcia;30016;Cartagena;2758;Maestro Romero;30;Medio;0;Aguas tranquilas;1;0;0;0;0;0;1;0;0;0;0
-120.940.000.031.094;375.737.999.990.196;2740;"Murcia; Región de";Murcia;30016;Cartagena;2759;La Caleta;30;Medio;1;Aguas tranquilas;0;0;1;0;0;0;1;0;0;1;0
-0.703700000258468;376.275.999.991.416;2772;"Murcia; Región de";Murcia;30016;Cartagena;2791;Cala Avellan;30;Bajo;0;Oleaje moderado / Oleaje fuerte;0;0;0;0;1;1;1;1;0;0;0
-0.699200000335455;3.763.129.999.924;2773;"Murcia; Región de";Murcia;30016;Cartagena;2792;La Barra;30;Bajo;1;Oleaje moderado;0;0;0;0;0;0;1;1;0;0;0
-0.693399999855774;376.341.999.989.666;2778;"Murcia; Región de";Murcia;30016;Cartagena;2799;Las Escalerillas;30;Alto;1;Aguas tranquilas / Oleaje fuerte;0;0;0;0;0;0;1;1;0;0;0
-157.021.000.001.342;281.416.999.991.949;2828;Canarias;Las Palmas;35009;Gáldar;2857;Risco Partido;30;Bajo;0;Oleaje fuerte / Ventosa;0;0;0;0;0;0;1;0;0;0;0
-158.174.999.997.969;280.061.999.992.614;2902;Canarias;Las Palmas;35020;La Aldea de San Nicolás;2937;Puerto La Aldea;30;Alto;0;Ventosa / Oleaje moderado;1;0;0;0; ; ;1;0;0; ;0
-135.478.999.998.366;289.566.999.989.462;2993;Canarias;Las Palmas;35004;Arrecife;3015;El Castillo;30;Bajo;1;Oleaje moderado;0;0;0;0;0;0;1;1;0;0;0
-883.730.000.011.323;421.482.999.993.771;3087;Galicia;Pontevedra;36035;Nigrán;103669;Seixos Negros;30;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;1;0;0;0;0
-354.369.999.978.331;43.494.299.998.759;3091;Cantabria;Cantabria;39006;Arnuero;103901;El Cándano;30;Bajo;0;Aguas tranquilas;1;0;0;0;0;1;1;1;0;0;1
-865.639.999.997.402;423.192.999.988.982;3155;Galicia;Pontevedra;36058;Vilaboa;103643;Pazos;30;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-863.680.000.014.962;423.275.999.993.125;3156;Galicia;Pontevedra;36058;Vilaboa;103644;Punta Cabalo;30;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
336.699.999.999.144;395.559.999.987.442;3193;Illes Balears;Illes Balears;7033;Manacor;200701;Cala Rafalino;30;Medio;0;Aguas tranquilas; ;1;1;0;0;0;1;0;0;0;0
409.079.999.966.652;400.761.999.987.741;3197;Illes Balears;Illes Balears;7037;Es Mercadal;200709;Cala Viola de Ponent;30;Medio;0;Oleaje moderado;0;0;0;0;0;0;0;0;0;0;0
-824.729.999.982.605;434.197.999.987.886;3209;Galicia;A Coruña;15004;Ares;201528;Centeas;30;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-814.669.999.959.071;436.221.999.988.244;3250;Galicia;A Coruña;15087;Valdoviño;201509;Praia dos Curas;30;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;1;0;0;0;0
-744.850.000.023.629;436.981.999.989.111;3268;Galicia;Lugo;27013;Cervo;202711;Area Pequena;30;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
-743.389.999.992.709;43.692.299.999.137;3317;Galicia;Lugo;27013;Cervo;202708;Portelo;30;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-743.910.000.035.717;436.940.999.989.643;3318;Galicia;Lugo;27013;Cervo;202709;Pericón;30;Bajo;1;Oleaje moderado;0;0;0;0;0;0;1;1;0;0;0
-134.580.999.995.962;291.089.999.994.278;3344;Canarias;Las Palmas;35010;Haría;203514;Vaya Querida;30;Bajo;0;Aguas tranquilas;0;1;0;0;0;0;1;0;0;0;0
-163.694.000.000.771;283.558.999.990.109;3379;Canarias;Santa Cruz de Tenerife;38011;Candelaria;203808;Playa del Alcalde;30;Alto;1;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;0
-16.427.600.000.399;281.516.999.992.251;3389;Canarias;Santa Cruz de Tenerife;38005;Arico;203818;Las Caletillas;30;Bajo;0;Oleaje moderado;0;0;0;0;0;0;0;0;0;0;0
-163.258.999.996.235;284.016.999.995.868;3400;Canarias;Santa Cruz de Tenerife;38032;El Rosario;203830;Radazul;30;Alto;1;Oleaje moderado;0;0;0;0;1;1;1;1;1;0;0
-154.130.000.036.225;374.191.999.988.455;3442;"Murcia; Región de";Murcia;30003;Águilas;403005;Calabarrilla;30;Bajo;0;Oleaje moderado;0;0;0;0;0;0;0;0;0;0;0
-870.309.999.979.395;41.983.999.998.796;3505;Galicia;Pontevedra;36054;Tomiño;403605;Carregal;30;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;1;1;0;0;0
308.869.999.988.156;41.832.199.999.043;963;Cataluña/Catalunya;Girona;17034;Calonge;986;Cala del Forn;31;Alto;0;Oleaje moderado / Ventosa;0;0;1;0;1;1;1;1;0;0;0
123.539.999.976.636;389.406.999.990.341;2251;Illes Balears;Illes Balears;7048;Sant Josep de sa Talaia;2262;Cala Tarida;31;Medio;0;Aguas tranquilas;1;1;1;0;0;0;1;1;1; ;1
309.009.999.999.735;418.326.999.990.246;965;Cataluña/Catalunya;Girona;17034;Calonge;988;Cala de la Roca del Paller;32;Medio;0;Oleaje moderado / Ventosa;0;0;1;0;0;1;0;0;0;0;0
-834.870.000.012.753;433.509.999.993.543;1763;Galicia;A Coruña;15058;Oleiros;1789;Atalaya;32;Bajo;0;Aguas tranquilas;0;1;0;0;0;0;1;1;0;0;0
-156.650.999.997.691;277.556.999.992.456;2889;Canarias;Las Palmas;35019;San Bartolomé de Tirajana;2924;Lomo Galeón;32;Medio;0;Oleaje moderado;0;1;0;0;0;0;1;0;0;0;0
317.280.000.009.973;418.652.999.988.176;1048;Cataluña/Catalunya;Girona;17118;Palamós;1061;Cala Estreta;34;Alto;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-479.759.999.973.221;434.316.999.992.796;578;"Asturias; Principado de";Asturias;33036;Llanes;465;El Portiello de San Martín;35;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;0;0;0;0;0
328.570.000.000.486;423.254.999.992.162;958;Cataluña/Catalunya;Girona;17032;Cadaqués;981;Cala Portaló;35;Bajo;0;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;0;0;0
116.210.000.044.141;410.586.999.991.204;1168;Cataluña/Catalunya;Tarragona;43905;Salou;1192;Cala Vinya;35;Alto;0;Aguas tranquilas;1;0;1;0;1;1;1;1;0;0;0
-844.699.999.972.347;433.768.999.989.563;1581;Galicia;A Coruña;15030;A Coruña;1546;La Cetárea;35;Bajo;1;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;1
-703.639.999.984.019;435.447.999.991.916;1874;Galicia;Lugo;27051;Ribadeo;1902;O Cargadoiro;35;Bajo;1;Aguas tranquilas;0;0;1;0;0;0;0;1;0;1;1
-729.850.000.040.686;436.018.999.993.759;1889;Galicia;Lugo;27019;Foz;1925;As Insuas;35;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
320.909.999.995.784;393.553.999.993.381;2243;Illes Balears;Illes Balears;7057;Santanyí;2452;Caló de Sa Torre;35;Alto;0;Aguas tranquilas;0;0;1;0;0;0;0;0;0;0;0
149.140.000.027.768;389.298.999.989.188;2285;Illes Balears;Illes Balears;7054;Santa Eulalia del Río;2292;Cala Espart;35;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;1;0;0;0
-16.110.000.002.878;373.870.999.993.452;2630;"Murcia; Región de";Murcia;30003;Águilas;2638;La Herradura;35;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-156.966.999.996.876;281.476.999.991.058;2829;Canarias;Las Palmas;35009;Gáldar;2858;Martorell;35;Bajo;0;Ventosa / Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
-137.911.999.997.467;288.500.999.991.045;3060;Canarias;Las Palmas;35034;Yaiza;3096;Caletón de San Marcial;35;Alto;0;Aguas tranquilas;0;1;0;0;0;0;0;1;0;0;0
-137.666.000.004.071;28.861.099.999.013;3357;Canarias;Las Palmas;35034;Yaiza;203527;El Cohon;35;Bajo;0;Aguas tranquilas;0;1;0;0;0;0;0;0;0;0;0
-0.370699999667038;384.438.999.989.386;3487;Comunitat Valenciana;Alicante/Alacant;3050;El Campello;350302;Cala Nostra;35;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;1;0;0;0
-834.039.999.989.024;433.691.999.993.683;3525;Galicia;A Coruña;15058;Oleiros;301540;Do Portelo;35;Bajo;0;Aguas tranquilas / Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
318.919.999.965.948;399.430.999.992.591;2551;Illes Balears;Illes Balears;7042;Pollença;2543;Cala en gossalba;37;Bajo;0;Oleaje moderado;1;1;1;0;0;0;0;0;0;0;0
383.549.999.966.222;399.940.999.991.769;3213;Illes Balears;Illes Balears;7015;Ciutadella de Menorca;200715;Degollador;37;Alto;0;Aguas tranquilas;0;0;0;0;1;0;1;1;1;1;1
0.740899999741857;408.247.999.988.184;1108;Cataluña/Catalunya;Tarragona;43104;El Perelló;1134;Cala Buena;38;Bajo;1;Aguas tranquilas;0;0;1;0;0;0;1;1;0; ;1
-186.149.999.989.508;433.697.999.988.814;3302;País Vasco/Euskadi;Gipuzkoa;20036;Hondarribia;202005;Eretzin Zabala;38;Bajo;0;Oleaje fuerte / Ventosa;0;0,5;1;0;0;0;0;0;0;0;0
-138.263.000.004.039;286.084.999.990.653;3363;Canarias;Las Palmas;35014;La Oliva;203533;El Jablito;38;Bajo;0;Ventosa / Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
3.882.400.000.397;400.531.999.991.451;3201;Illes Balears;Illes Balears;7015;Ciutadella de Menorca;200713;Cala Morell;39;Alto;0;Oleaje moderado;1;0;1;0;0;1;1;1;0;0;0
-393.649.999.993.065;434.684.999.989.966;307;Cantabria;Cantabria;39052;Piélagos;826;Cerrias;40;Bajo;0;Oleaje moderado / Ventosa;0;0;0;0;1;0;1;1;0;0;0
-44.411.999.999.004;433.936.999.992.444;343;Cantabria;Cantabria;39095;Val de San Vicente;862;Barnejo;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;1;0;0;1
-622.560.000.015.627;435.857.999.991.828;538;"Asturias; Principado de";Asturias;33021;Cudillero;423;Puerto Chico;40;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;0;1;0;0;0
-685.230.000.033.462;435.637.999.993.606;545;"Asturias; Principado de";Asturias;33023;El Franco;432;Torbas;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-488.579.999.984.032;434.473.999.987.399;582;"Asturias; Principado de";Asturias;33036;Llanes;468;Gulpiyuri;40;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;0;0;0;0
-476.479.999.971.444;434.259.999.991.203;587;"Asturias; Principado de";Asturias;33036;Llanes;473;La Talá;40;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;0;0;0;0;0
-180.092.000.000.519;277.857.999.993.094;711;Canarias;Santa Cruz de Tenerife;38013;Frontera;606;La Maceta;40;Medio;0;Oleaje fuerte;0;0;1;0;1;0;1;1;1; ;1
-163.304.000.004.449;284.020.999.988.657;767;Canarias;Santa Cruz de Tenerife;38032;El Rosario;664;Tabaiba;40;Alto;1;Aguas tranquilas;1;0;1;0;1;1;1;1;0; ;0
-178.313.999.997.199;284.657.999.989.902;867;Canarias;Santa Cruz de Tenerife;38014;Fuencaliente de la Palma;758;Las Cabras;40;Bajo;0;Oleaje moderado;0;0;0;0;0;0;0;1;0;0;0
289.650.000.015.525;417.050.999.993.419;1015;Cataluña/Catalunya;Girona;17095;Lloret de Mar;1031;Cala Morisca;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
31.687.999.997.689;424.214.999.988.282;1052;Cataluña/Catalunya;Girona;17138;Portbou;1065;Claper;40;Bajo;0;Oleaje fuerte / Ventosa;0;0;0;0;0;0;1;0;0;0;0
0.788100000052303;408.657.999.993.723;1115;Cataluña/Catalunya;Tarragona;43013;L'Ametlla de Mar;1141;Port Olivet;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;0
0.8410999999441;409.221.999.989.918;1143;Cataluña/Catalunya;Tarragona;43013;L'Ametlla de Mar;1157;Cala Calafató;40;Medio;0;Oleaje moderado;1;0;1;1;1;0;0;1;1;1;1
0.171300000243549;387.120.999.988.341;1268;Comunitat Valenciana;Alicante/Alacant;3042;Benitachell/el Poble Nou de Benitatxell;1277;Los Tiestos;40;Bajo;0;Aguas tranquilas;1;1;1;0;0;1;0;1;0;0;0
0.389300000307029;403.472.999.992.615;1388;Comunitat Valenciana;Castellón/Castelló;12089;Peníscola/Peñíscola;1462;Cala del Moro;40;Medio;0;Oleaje moderado;0;0;0;0;0;0;0;1;0;0;0
0.352000000366218;403.077.999.990.144;1423;Comunitat Valenciana;Castellón/Castelló;12089;Peníscola/Peñíscola;1458;Del Pebret;40;Medio;0;Aguas tranquilas;0;0;1;0;0;0;0;1;0;0;0
-848.899.999.960.384;433.542.999.991.428;1456;Galicia;A Coruña;15005;Arteixo;1574;Area Pequeña;40;Medio;0;Oleaje moderado;1;0;0;0;0;0;1;0;0;0;0
-895.040.000.003.491;432.279.999.987.403;1494;Galicia;A Coruña;15014;Cabana de Bergantiños;1613;Area das Vacas;40;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;1;1;0;0;0
-786.709.999.982.247;437.443.999.993.733;1609;Galicia;A Coruña;15901;Cariño;1640;Cala de O Peiral;40;Alto;0;Oleaje moderado / Ventosa;0;0;0;0;0;0;1;0;0;0;1
-781.269.999.981.488;43.722.899.998.811;1772;Galicia;A Coruña;15061;Ortigueira;1798;Orbeiro;40;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;1;0;0;0
129.899.999.963.652;389.677.999.990.118;2162;Illes Balears;Illes Balears;7048;Sant Josep de sa Talaia;2250;S'Estanyol;40;Alto;0;Aguas tranquilas;0;0;0;0;0;0;1;0;1; ;0
147.470.000.024.399;38.915.699.998.976;2211;Illes Balears;Illes Balears;7054;Santa Eulalia del Río;2290;Cala Rotja;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
323.009.999.989.802;393.710.999.987.955;2245;Illes Balears;Illes Balears;7057;Santanyí;2454;Cala D'Or;40;Alto;0;Aguas tranquilas;1;0;1;0;0;0;1;1;0;0;0
323.239.999.963.909;39.373.099.999.327;2246;Illes Balears;Illes Balears;7057;Santanyí;2455;Cala Gran;40;Alto;0;Aguas tranquilas;1;0;1;1;0;0;1;1;1;0;0
139.830.000.021.349;39.074.299.998.991;2258;Illes Balears;Illes Balears;7050;Sant Joan de Labritja;2372;Cala d'Es Portixol;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
160.029.999.985.198;390.885.999.990.153;2294;Illes Balears;Illes Balears;7050;Sant Joan de Labritja;2313;Cala d'Es Jonc;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
153.739.999.959.055;391.076.999.991.757;2295;Illes Balears;Illes Balears;7050;Sant Joan de Labritja;2314;Caló d'En Serra;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;1;0;0
152.059.999.999.774;391.138.999.992.364;2296;Illes Balears;Illes Balears;7050;Sant Joan de Labritja;2315;Port de Portinatx;40;Alto;0;Aguas tranquilas;0;0;1;0;0;0;1;1;1;0;1
383.589.999.969.532;399.676.999.994.149;2317;Illes Balears;Illes Balears;7015;Ciutadella de Menorca;2336;Cala Blanca;40;Alto;0;Aguas tranquilas;0;0;1;0;1;0;1;1;1;1;1
308.960.000.040.517;392.887.999.990.126;2330;Illes Balears;Illes Balears;7057;Santanyí;2349;Cala Marmols;40;Bajo;0;Oleaje moderado;0;1;1;0;0;0;0;0;0;0;0
327.919.999.991.644;394.667.999.990.523;2333;Illes Balears;Illes Balears;7033;Manacor;2352;Caló Antena;40;Alto;0;Oleaje moderado;0;0;1;0;1;1;1;0;0; ;1
138.879.999.987.695;387.059.999.989.275;2357;Illes Balears;Illes Balears;7024;Formentera;2388;Caló d'en Trull;40;Bajo;0;Aguas tranquilas;1;1;1;0;0;0;0;0;0;0;0
235.470.000.026.121;395.958.999.992.824;2373;Illes Balears;Illes Balears;7005;Andratx;2406;Cala Basset;40;Bajo;0;Aguas tranquilas;1;0;0;0;0;0;0;0;0; ;0
264.140.000.016.751;397.600.999.992.741;2513;Illes Balears;Illes Balears;7018;Deyá;2501;Cala Deià;40;Medio;0;Oleaje moderado;0;0;1;0;0;1;1;1;0; ;0
259.789.999.971.392;397.281.999.992.611;2515;Illes Balears;Illes Balears;7063;Valldemossa;2503;Sa Font Figuera;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
245.179.999.975.793;396.492.999.989.012;2519;Illes Balears;Illes Balears;7021;Estellencs;2507;Cala Ca's Xirimié;40;Bajo;0;Oleaje moderado;0;0;0;0;0;0;0;0;0;0;0
347.000.000.042.526;39.712.999.999.172;2529;Illes Balears;Illes Balears;7014;Capdepera;2521;Cala Gat;40;Medio;1;Oleaje moderado;0;0;1;0;0;0;1;1;1; ;1
341.300.000.020.264;397.543.999.991.414;2531;Illes Balears;Illes Balears;7006;Artà;2523;Cala Estreta;40;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;1;0;0;0
338.470.000.010.785;397.635.999.992.408;2534;Illes Balears;Illes Balears;7006;Artà;2526;Sa Font Salada;40;Bajo;0;Oleaje fuerte;0;1;0;0;0;0;1;0;0;0;0
32.064.999.997.428;397.452.999.991.481;2545;Illes Balears;Illes Balears;7055;Santa Margalida;2537;Cala Serralot;40;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;0;0;0;0
29.089.000.002.825;393.560.999.990.698;2558;Illes Balears;Illes Balears;7031;Llucmajor;2554;Caló En Timo;40;Bajo;0;Oleaje moderado;0;1;1;0;0;0;1;0;0;0;0
-1.447.800.000.265;374.935.999.991.801;2593;"Murcia; Región de";Murcia;30024;Lorca;2714;Cala Junquera;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-150.699.999.977.128;374.316.999.992.686;2645;"Murcia; Región de";Murcia;30003;Águilas;2654;Cala de Canalicas;40;Alto;0;Aguas tranquilas;1;0;0;0;0;0;1;0;0;0;0
-144.989.999.998.953;374.925.999.990.614;2696;"Murcia; Región de";Murcia;30024;Lorca;2713;Cala de la Gruta;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;0
-141.859.999.964.661;375.055.999.987.934;2701;"Murcia; Región de";Murcia;30024;Lorca;2720;Baño de las Mujeres;40;Medio;0;Aguas tranquilas;0;0;1;0;0;0;0;1;0;0;0
-0.792700000432739;375.875.999.992.339;2758;"Murcia; Región de";Murcia;30016;Cartagena;2777;Cala del Barco;40;Alto;0;Oleaje moderado;1;0;1;0;1;1;0;1;1;1;1
-0.694999999988112;376.304.999.988.291;2775;"Murcia; Región de";Murcia;30016;Cartagena;2794;Cala Botella;40;Bajo;0;Oleaje moderado / Oleaje fuerte;0;0;0;0;1;1;1;1;0;0;0
-156.503.000.003.416;28.164.699.999.086;2844;Canarias;Las Palmas;35009;Gáldar;2873;La Caleta de Arriba;40;Medio;0;Oleaje fuerte;0;0;0;0;0;1;1;1;0;0;0
-156.856.999.996.762;277.635.999.994.934;2849;Canarias;Las Palmas;35012;Mogán;2878;La Carrera;40;Medio;1;Oleaje moderado;0;0;0;0;0;0;1;1;0;0;0
-156.297.999.999.936;281.671.999.992.152;2904;Canarias;Las Palmas;35023;Santa María de Guía de Gran Canaria;2939;Roque Prieto;40;Alto;0;Oleaje fuerte;0;0;0;0;0;0;1;1;0; ;0
-153.797.000.004.194;279.623.999.991.256;2925;Canarias;Las Palmas;35026;Telde;2956;Tufia;40;Medio;0;Aguas tranquilas;1;0;0;0;0;1;1;0;0;0;0
-134.264.000.001.185;291.727.999.992.169;3005;Canarias;Las Palmas;35010;Haría;3027;Caleta de las Escamas;40;Bajo;0;Ventosa / Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-134.520.999.999.982;290.805.999.992.385;3015;Canarias;Las Palmas;35024;Teguise;3037;Charco del Palo (Charca natural);40;Medio;0;Aguas tranquilas / Oleaje Moderado;0;1;0;0;0;0;1;1;0;0;0
-134.600.000.002.024;290.638.999.988.899;3016;Canarias;Las Palmas;35024;Teguise;3046;La Charca;40;Medio;1;Ventosa / Aguas tranquilas;0;0;0;0;0;0;0;1;0;0;0
-874.930.000.002.166;422.684.999.993.126;3063;Galicia;Pontevedra;36029;Moaña;103610;Ribeiriña pequena;40;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
0.704999999916839;408.083.999.992.322;3092;Cataluña/Catalunya;Tarragona;43906;L'Ampolla;104301;Platja dels Pinets;40;Alto;1;Aguas tranquilas;1;0;1;0;0;0;0;1;0;0;0
316.429.999.984.588;424.006.999.987.483;3108;Cataluña/Catalunya;Girona;17054;Colera;101702;D'en Carbassó;40;Bajo;0;Oleaje moderado / Ventosa;0;0;0;0;0;0;1;0;0; ;0
-861.609.999.978.508;423.220.999.990.214;3164;Galicia;Pontevedra;36045;Redondela;103652;Antoñito;40;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-870.540.000.043.331;422.552.999.993.666;3169;Galicia;Pontevedra;36057;Vigo;103658;A Lagoa;40;Bajo;0;Aguas tranquilas;0;0;0;0;0;1;1;0;0;0;1
-870.509.999.995.934;422.533.999.993.398;3170;Galicia;Pontevedra;36057;Vigo;103659;Manquiña;40;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;1
-619.019.999.992.343;365.253.999.991.393;3239;Andalucía;Cádiz;11028;Puerto Real;201105;La Media Luneta;40;Medio;1;Aguas tranquilas;1;0;0;0;0;1;1;1;0;1;1
-894.699.999.975.369;432.275.999.989.606;3252;Galicia;A Coruña;15014;Cabana de Bergantiños;201511;As Maseiras;40;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;1;0;0;0;0
-892.759.999.994.584;432.817.999.989.156;3256;Galicia;A Coruña;15068;Ponteceso;201515;Barda Pequeña;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
281.420.000.008.597;416.825.999.989.867;3279;Cataluña/Catalunya;Girona;17023;Blanes;201702;Cala S'Agulla;40;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;0;0;0;0
288.599.999.973.601;417.027.999.989.117;3280;Cataluña/Catalunya;Girona;17095;Lloret de Mar;201703;Cala Rajols;40;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;0
-188.340.000.035.887;433.492.999.992.516;3303;País Vasco/Euskadi;Gipuzkoa;20064;Pasaia;202006;Azabaratza;40;Bajo;0;Oleaje fuerte / Ventosa;0;1;1;0;0;0;0;0;0;0;0
-711.729.999.979.371;435.583.999.987.496;3311;Galicia;Lugo;27051;Ribadeo;202702;Cegoñas;40;Bajo;0;Oleaje moderado;0;0;0;0;0;0;0;0;0;0;0
-134.492.999.997.667;290.849.999.995.666;3345;Canarias;Las Palmas;35010;Haría;203515;Charco del Palo (Piscina);40;Alto;0;Ventosa / Aguas tranquilas;0;1;0;0;0;0;1;1;0;0;0
-165.159.000.000.662;28.061.999.999.095;3383;Canarias;Santa Cruz de Tenerife;38017;Granadilla de Abona;203812;La Rajita;40;Bajo;0;Aguas tranquilas;0;1;0;0;0;0;0;0;0;0;0
289.690.000.018.834;417.054.999.991.246;3446;Cataluña/Catalunya;Girona;17202;Tossa de Mar;401703;Cala Morisca;40;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
316.489.999.989.552;423.660.999.992.333;3494;Cataluña/Catalunya;Girona;17092;Llançà;351707;El Morer;40;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
31.634.000.002.206;399.298.999.987.806;2549;Illes Balears;Illes Balears;7042;Pollença;2541;Cala En Feliu;42;Bajo;0;Oleaje moderado;1;1;1;0;0;0;0;0;0;0;0
318.569.999.981.916;418.882.999.991.081;1032;Cataluña/Catalunya;Girona;17117;Palafrugell;1049;Malaspina;44;Alto;1;Oleaje moderado;1;0;0;0;1;1;0;0;1;1;1
-704.410.000.002.788;435.535.999.990.046;1658;Galicia;Lugo;27051;Ribadeo;1903;Rocas Brancas;44;Bajo;1;Aguas tranquilas;0;0;1;0;0;0;0;1;0;1;1
-877.370.000.024.304;432.995.999.991.773;1690;Galicia;A Coruña;15043;Malpica de Bergantiños;1717;Reixa Chica;44;Bajo;0;Oleaje moderado / Oleaje fuerte;0;0;1;0;0;0;1;0;0;0;0
-167.759.000.000.101;28.119.699.999.571;726;Canarias;Santa Cruz de Tenerife;38001;Adeje;617;El Pinque;45;Medio;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-167.744.999.998.943;281.183.999.994.792;727;Canarias;Santa Cruz de Tenerife;38001;Adeje;618;Las Salinas;45;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-807.289.999.977.524;436.589.999.991.505;1629;Galicia;A Coruña;15022;Cedeira;1664;Sonreiras;45;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;1;0;0;0
-705.850.000.032.049;435.566.999.990.048;1659;Galicia;Lugo;27051;Ribadeo;1904;Gabieira;45;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;0;0;0;0
-828.350.000.012.503;434.646.999.991.274;1671;Galicia;A Coruña;15036;Ferrol;1696;Detrás do Castillo;45;Medio;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-88.171.000.002.392;426.455.999.991.836;1810;Galicia;A Coruña;15072;Rianxo;1840;Quenxo;45;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
159.259.999.966.432;390.758.999.990.633;2241;Illes Balears;Illes Balears;7050;Sant Joan de Labritja;2312;Cala San Vicente;45;Alto;1;Oleaje moderado;1;0;0;1;1;1;1;1;1;1;1
143.740.000.030.318;390.858.999.989.459;2257;Illes Balears;Illes Balears;7050;Sant Joan de Labritja;2370;S'Illa d'En Bosc;45;Medio;0;Aguas tranquilas;1;0;0;0;0;0;0;1;0; ;0
129.239.999.998.899;389.889.999.991.403;2347;Illes Balears;Illes Balears;7046;Sant Antoni de Portmany;2378;Caló des Moro;45;Alto;1;Aguas tranquilas / Oleaje moderado;1;0;0;0;0;1;1;1;1; ;1
295.150.000.021.248;391.562.999.992.943;2393;Illes Balears;Illes Balears;7040;Palma de Mallorca;2428;Cala de Santa María;45;Bajo;0;Oleaje moderado;1;0;0;0;0;0;0;0;0;0;0
